trackid,name_track,artist_c,year,month,day,spotify_CHA,stream_int,data_lancamento,name_artist_,qtd_music_solo,quartile_stream,total_playlist,categoria,track_id,bpm,key,mode,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__
4562499,Lift Me Up  From Black Panther Wakanda Forever  Music From and Inspired By,1,2022,10,28,0,297328960,28/10/2022,Rihanna,1,3,3652,baixo,4562499,177,A,Major,25,17,30,90,0,13,3
4343383,The Astronaut,1,2022,10,28,9,203436468,28/10/2022,Jin,1,2,506,baixo,4343383,125,F,Major,54,22,76,0,0,14,3
7526938,Shirt,1,2022,10,28,0,309653982,28/10/2022,SZA,19,3,3571,baixo,7526938,120,D#,Minor,82,55,45,15,3,9,10
5697442,DARARI,1,2022,2,15,0,182978249,15/02/2022,Treasure,1,2,345,baixo,5697442,85,,Major,72,55,64,49,0,7,4
7724259,Fuera del mercado,1,2022,2,17,21,421365166,17/02/2022,Danny Ocean,1,3,2610,baixo,7724259,92,G#,Major,45,27,67,32,0,13,14
8173823,SPIT IN MY FACE,1,2022,10,31,0,301869854,31/10/2022,ThxSoMch,1,3,592,baixo,8173823,166,C#,Major,70,57,57,9,20,11,7
3371670,Nail Tech,1,2022,2,18,0,193443895,18/02/2022,Jack Harlow,3,2,3005,baixo,3371670,150,E,Minor,65,11,58,0,0,12,9
2153574,Ya No Somos Ni Seremos,1,2022,2,18,16,319757142,18/02/2022,Christian Nodal,1,3,925,baixo,2153574,140,G,Major,59,73,45,44,0,34,3
3380441,Belly Dancer,2,2022,2,18,13,383835984,18/02/2022,BYOR Imanbek,1,3,5525,baixo,3380441,122,C#,Major,85,42,80,6,0,17,14
6348243,Chale,1,2022,2,18,11,299648208,18/02/2022,Eden Mu,1,3,724,baixo,6348243,189,G#,Major,55,86,44,40,0,7,4
8174616,JGL,2,2022,2,18,9,323455692,18/02/2022,Luis R Conriquez La Adictiva,1,3,803,baixo,8174616,113,G#,Major,70,97,59,55,0,27,12
7204092,Bombonzinho  Ao Vivo,2,2022,11,3,6,263453310,03/11/2022,Israel  Rodolffo Ana Castela,1,2,1353,baixo,7204092,158,C#,Major,65,72,95,31,0,92,5
3476877,My Mind  Me,1,2022,11,3,0,91473363,03/11/2022,Selena Gomez,1,1,1051,baixo,3476877,144,A,Major,60,24,39,57,0,8,3
8553734,A Veces feat Feid,2,2022,11,3,0,73513683,03/11/2022,Feid Paulo Londra,1,1,582,baixo,8553734,92,C#,Major,80,81,67,4,0,8,6
3301347,Die For You,1,2022,11,4,0,246390068,04/11/2022,Joji,3,2,1777,baixo,3301347,148,G#,Major,47,15,52,38,13,29,5
8471078,Punto G,1,2022,11,4,35,381161027,04/11/2022,Quevedo,4,3,2056,baixo,8471078,92,B,Minor,75,55,76,25,0,10,15
3108815,BackOutsideBoyz,1,2022,11,4,0,93367537,04/11/2022,Drake,4,1,1055,baixo,3108815,142,F,Minor,85,40,43,4,0,39,32
8174233,Broke Boys,2,2022,11,4,0,106249219,04/11/2022,Drake 21 Savage,8,1,1068,baixo,8174233,120,D,Major,64,11,53,1,0,25,27
4322356,Privileged Rappers,2,2022,11,4,0,112436403,04/11/2022,Drake 21 Savage,8,1,1016,baixo,4322356,144,F,Major,93,62,61,0,0,12,20
3461405,Antidepresan,2,2022,11,4,2,136689549,04/11/2022,Mabel Matiz Mert Demir,1,1,330,baixo,3461405,100,B,Minor,70,92,59,3,0,10,3
2598352,Pussy  Millions feat Travis Scott,3,2022,11,4,0,191333656,04/11/2022,Drake Travis Scott 21 Savage,1,2,1971,baixo,2598352,122,E,Minor,75,45,63,6,0,35,12
5974857,Major Distribution,2,2022,11,4,0,154863153,04/11/2022,Drake 21 Savage,8,2,1582,baixo,5974857,131,G#,Minor,91,23,55,1,0,7,32
3984533,Con La Brisa,2,2022,11,4,0,71095708,04/11/2022,Ludwig Goransson Foudeqush,1,1,501,baixo,3984533,114,D,Minor,62,25,44,51,33,14,3
4604858,Rich Flex,2,2022,11,4,18,573633020,04/11/2022,Drake 21 Savage,8,3,4783,baixo,4604858,153,B,Minor,56,42,52,5,0,36,24
3506706,Circo Loco,2,2022,11,4,0,141720999,04/11/2022,Drake 21 Savage,8,2,1837,baixo,3506706,104,C#,Major,73,25,61,1,0,32,7
1438195,Spin Bout U,2,2022,11,4,2,198365537,04/11/2022,Drake 21 Savage,8,2,1688,baixo,1438195,130,G,Major,77,20,70,1,0,16,5
3035987,On BS,2,2022,11,4,0,170413877,04/11/2022,Drake 21 Savage,8,2,1354,baixo,3035987,158,A,Major,84,33,36,2,0,39,59
6728037,Alone,1,2022,11,4,2,96007391,04/11/2022,Burna Boy,2,1,841,baixo,6728037,90,E,Minor,61,32,67,15,0,11,5
1230186,SPACE MAN,1,2022,2,22,0,54682594,22/02/2022,Sam Ryder,1,1,1403,baixo,1230186,80,B,Major,47,33,83,18,0,10,5
2166249,OO,1,2022,2,22,0,135444283,22/02/2022,NMIXX,1,1,309,baixo,2166249,200,B,Minor,39,28,77,4,0,6,29
7021208,Apna Bana Le From Bhediya,2,2022,11,5,0,139836056,05/11/2022,Arijit Singh SachinJigar,1,1,97,baixo,7021208,94,A,Major,59,44,56,80,0,6,3
2762640,Freaky Deaky,2,2022,2,25,0,153240879,25/02/2022,Tyga Doja Cat,1,2,1774,baixo,2762640,104,D,Minor,80,24,65,2,0,9,4
5350195,Nobody Like U  From Turning Red,6,2022,2,25,0,120847157,25/02/2022,Jordan Fisher Josh Levi Finneas OConnell 4TOWN From Disney and Pixars Turning Red Topher Ngo Grayson Vill,1,1,982,baixo,5350195,105,A,Minor,91,73,72,13,0,9,15
5152397,CAIRO,2,2022,11,13,26,294352144,13/11/2022,Karol G Ovy On The Drums,1,3,2525,baixo,5152397,115,F,Minor,95,43,69,47,0,9,31
7700274,HatiHati di Jalan,1,2022,3,3,2,202677468,03/03/2022,Tulus,1,2,212,baixo,7700274,72,F#,Major,64,76,44,70,9,12,4
4265182,Residente Bzrp Music Sessions Vol 49,2,2022,3,3,0,94616487,03/03/2022,Residente Bizarrap,1,1,481,baixo,4265182,71,C#,Minor,59,70,74,56,0,11,40
5701355,Starlight,1,2022,3,3,3,229473310,03/03/2022,Dave,1,2,1916,baixo,5701355,124,G,Major,95,36,37,35,0,10,28
7860258,Bam Bam feat Ed Sheeran,2,2022,3,4,4,756907987,04/03/2022,Camila Cabello Ed Sheeran,1,4,6788,alto,7860258,95,G#,Major,76,96,70,18,0,33,4
4978027,Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,3,2022,11,20,20,323358833,20/11/2022,BTS Jung Kook FIFA Sound,1,3,935,baixo,4978027,115,,Major,71,34,88,16,0,44,4
7036044,Stefania Kalush Orchestra,1,2022,3,10,0,53729194,10/03/2022,KALUSH,1,1,569,baixo,7036044,105,D,Major,83,32,82,14,0,12,4
6403499,THE SHADE,1,2022,3,11,6,244928911,11/03/2022,Rex Orange County,1,2,1222,baixo,6403499,120,F,Major,90,73,51,39,0,9,6
1904497,Sweetest Pie,2,2022,3,11,0,299634472,11/03/2022,Dua Lipa Megan Thee Stallion,1,3,3621,baixo,1904497,124,G,Major,81,68,63,17,0,10,22
8123858,AMG,3,2022,11,24,19,463564958,24/11/2022,Natanael Cano Gabito Ballesteros Peso Pluma,1,3,1016,baixo,8123858,136,B,Minor,77,79,73,15,0,27,10
8399372,Ferrari,2,2022,3,14,28,462791599,14/03/2022,James Hype Miggy Dela Rosa,1,3,8106,baixo,8399372,125,C#,Minor,84,70,69,1,0,5,5
2432426,Escapism  Sped Up,2,2022,11,25,0,184308753,25/11/2022,RAYE 070 Shake,2,2,1391,baixo,2432426,108,F#,Minor,44,38,77,9,0,9,20
6577689,sentaDONA Remix s2,4,2022,3,17,0,176290831,17/03/2022,Lusa Sonza MC Frog Dj Gabriel do Borel Davi K,1,2,951,baixo,6577689,135,D#,Minor,93,77,45,25,0,13,27
4830246,IDGAF with blackbear,2,2022,3,18,0,197643795,18/03/2022,Blackbear BoyWithUke,1,2,648,baixo,4830246,98,F,Major,78,83,75,41,0,27,8
4342968,Crazy What Love Can Do,3,2022,3,18,0,286739476,18/03/2022,David Guetta Ella Henderson Becky Hill,1,2,5571,baixo,4342968,123,E,Minor,60,46,71,3,0,16,4
7500786,Pantysito,3,2022,3,18,0,273005485,18/03/2022,Feid Alejo Robi,1,2,3074,baixo,7500786,98,G,Minor,83,63,74,14,0,16,6
3555344,MANIAC,1,2022,3,18,0,212234990,18/03/2022,Stray Kids,2,2,677,baixo,3555344,120,C#,Major,58,71,80,15,0,7,41
5675634,SNAP,1,2022,3,19,18,726307468,19/03/2022,Rosa Linn,1,4,3576,alto,5675634,170,,Major,56,53,64,11,0,45,6
2817956,Boys a liar,1,2022,11,30,0,156338624,30/11/2022,PinkPantheress,1,2,1280,baixo,2817956,133,F,Major,66,74,84,25,0,21,4
1443757,La Jumpa,2,2022,11,30,34,538115192,30/11/2022,Arcangel Bad Bunny,1,3,3894,baixo,1443757,123,G#,Major,71,58,70,30,0,32,19
2817956,Boys a liar,1,2022,11,30,0,156338624,30/11/2022,PinkPantheress,1,2,1280,baixo,2817956,133,F,Major,66,74,84,25,0,21,4
7137376,Players,1,2022,11,30,6,335074782,30/11/2022,Coi Leray,1,3,4357,baixo,7137376,105,F#,Major,95,62,52,3,0,5,16
6794169,Ch y la Pizza,2,2022,12,1,10,288101651,01/12/2022,Fuerza Regida Natanael Cano,1,2,554,baixo,6794169,149,G#,Major,66,85,60,40,0,14,13
6143073,On Time with John Legend,2,2022,12,2,0,78139948,02/12/2022,John Legend Metro Boomin,1,1,406,baixo,6143073,80,F,Minor,33,51,59,76,0,44,6
2540650,Too Many Nights feat Don Toliver  with Future,3,2022,12,2,58,286400165,02/12/2022,Future Metro Boomin Don Toliver,1,2,2146,baixo,2540650,88,G,Minor,68,17,71,15,0,11,5
3381390,Tak Segampang Itu,1,2022,12,2,6,179659294,02/12/2022,Anggi Marito,1,2,220,baixo,3381390,130,F,Major,51,18,44,76,0,11,3
3512881,Superhero Heroes  Villains with Future  Chris Brown,3,2022,12,2,16,401036314,02/12/2022,Future Chris Brown Metro Boomin,1,3,3038,baixo,3512881,117,F,Minor,72,45,59,14,0,20,21
2121928,Trance with Travis Scott  Young Thug,3,2022,12,2,46,276259178,02/12/2022,Travis Scott Young Thug Metro Boomin,1,2,1736,baixo,2121928,119,C#,Minor,75,48,53,18,0,18,34
1054764,CHORRITO PA LAS ANIMAS,1,2022,12,2,36,345031710,02/12/2022,Feid,8,3,2384,baixo,1054764,96,G#,Minor,74,61,83,11,0,35,6
2840055,One Thing At A Time,1,2022,12,2,4,148469433,02/12/2022,Morgan Wallen,11,2,827,baixo,2840055,142,G,Major,61,92,91,0,0,26,3
8283550,Raindrops Insane with Travis Scott,2,2022,12,2,0,110649992,02/12/2022,Travis Scott Metro Boomin,1,1,893,baixo,8283550,112,G#,Major,80,15,54,9,0,38,5
3305057,Wild Flower with youjeen,1,2022,12,2,2,135611421,02/12/2022,RM,1,1,369,baixo,3305057,155,G#,Major,49,42,77,3,0,12,9
4890110,People,1,2022,12,2,56,373199958,02/12/2022,Libianca,1,3,3780,baixo,4890110,198,A#,Minor,59,71,42,55,0,10,7
1718193,Niagara Falls Foot or 2 with Travis Scott  21 Savage,3,2022,12,2,0,195516622,02/12/2022,Travis Scott 21 Savage Metro Boomin,1,2,1626,baixo,1718193,88,G,Minor,49,24,66,19,0,18,29
2927588,Creepin,3,2022,12,2,88,843957510,02/12/2022,The Weeknd 21 Savage Metro Boomin,1,4,6394,alto,2927588,98,C#,Minor,71,17,61,36,0,8,5
6642483,10 Things I Hate About You,1,2022,3,23,0,185550869,23/03/2022,Leah Kate,1,2,1339,baixo,6642483,154,G#,Major,54,45,79,1,0,17,5
6009839,Plan A,1,2022,3,23,0,240661097,23/03/2022,Paulo Londra,2,2,1156,baixo,6009839,174,,Major,58,56,83,5,0,7,4
6644972,Layla,2,2022,3,24,3,130419412,24/03/2022,Schrze DJ R,1,1,874,baixo,6644972,140,F,Minor,44,41,92,0,0,44,7
2150360,Soy El Unico,1,2022,3,25,0,126443991,25/03/2022,Yahritza Y Su Esencia,1,1,235,baixo,2150360,84,E,Minor,71,63,45,45,0,11,3
2987518,RUMBAT,1,2022,3,25,0,157990698,25/03/2022,Daddy Yankee,2,2,1336,baixo,2987518,95,D#,Minor,69,90,91,6,0,35,4
3448376,Calm Down with Selena Gomez,2,2022,3,25,77,899183384,25/03/2022,Rma Selena G,1,4,7632,alto,3448376,107,B,Major,80,82,80,43,0,14,4
6390690,X LTIMA,2,2022,3,25,1,349746291,25/03/2022,Daddy Yankee Bad Bunny,2,3,2784,baixo,6390690,90,G,Major,81,59,83,9,0,11,5
2678616,Too Late,1,2022,12,8,0,49262961,08/12/2022,SZA,19,1,716,baixo,2678616,128,B,Major,45,35,68,78,0,39,8
3439901,Used feat Don Toliver,2,2022,12,8,0,94005786,08/12/2022,SZA Don Toliver,1,1,1052,baixo,3439901,150,A#,Minor,73,71,69,53,0,32,9
2068804,Zona De Perigo,1,2022,12,8,4,134294498,08/12/2022,Leo Santana,1,1,622,baixo,2068804,135,F,Major,81,97,77,75,0,35,3
7122267,Open Arms feat Travis Scott,2,2022,12,8,4,155653938,08/12/2022,SZA Travis Scott,1,2,1450,baixo,7122267,78,A,Major,67,22,59,76,1,15,16
5025330,Kill Bill,1,2022,12,8,77,1163093654,08/12/2022,SZA,19,4,8453,alto,5025330,89,G#,Major,64,43,73,5,17,16,4
7103818,Smoking on my Ex Pack,1,2022,12,9,0,57144458,09/12/2022,SZA,19,1,820,baixo,7103818,81,G#,Major,47,33,68,24,0,22,38
5179092,Ghost in the Machine feat Phoebe Bridgers,2,2022,12,9,0,110073250,09/12/2022,SZA Phoebe Bridgers,1,1,1654,baixo,5179092,125,F#,Major,62,59,43,84,3,11,5
8689972,Blind,1,2022,12,9,0,163284000,09/12/2022,SZA,19,2,1518,baixo,8689972,114,A,Minor,46,60,28,91,0,21,4
3923468,Nobody Gets Me,1,2022,12,9,6,284908316,09/12/2022,SZA,19,2,2653,baixo,3923468,100,G,Major,36,28,28,81,0,18,3
8110201,Que Vuelvas,2,2022,12,9,26,2762,09/12/2022,Carin Leon Grupo Frontera,1,1,805,baixo,8110201,162,A#,Major,49,78,64,19,0,11,4
4991676,F2F,1,2022,12,9,0,67540165,09/12/2022,SZA,19,1,995,baixo,4991676,90,D,Major,53,47,74,9,0,34,4
4989276,Love Language,1,2022,12,9,0,110849052,09/12/2022,SZA,19,1,1151,baixo,4989276,65,A,Minor,71,55,26,85,0,13,8
6791135,Seek  Destroy,1,2022,12,9,0,98709329,09/12/2022,SZA,19,1,1013,baixo,6791135,152,C#,Major,65,35,65,44,18,21,7
5239763,Le,1,2022,12,9,4,267789608,09/12/2022,Marlia Mendo,1,2,1111,baixo,5239763,130,F#,Major,74,79,87,45,0,30,3
2587921,Conceited,1,2022,12,9,0,56870689,09/12/2022,SZA,19,1,903,baixo,2587921,150,C#,Major,79,77,46,5,0,11,7
2070479,Gone Girl,1,2022,12,9,0,65362788,09/12/2022,SZA,19,1,897,baixo,2070479,150,F,Major,43,42,44,57,0,15,6
2578085,Low,1,2022,12,9,0,272377463,09/12/2022,SZA,19,2,1948,baixo,2578085,145,,Minor,70,34,55,43,0,16,6
4611820,Special,1,2022,12,9,0,88092256,09/12/2022,SZA,19,1,915,baixo,4611820,76,,Major,60,19,20,78,0,11,5
7780139,SOS,1,2022,12,9,0,73981293,09/12/2022,SZA,19,1,834,baixo,7780139,119,G,Minor,51,51,66,67,0,9,23
2628329,Notice Me,1,2022,12,9,0,62019074,09/12/2022,SZA,19,1,833,baixo,2628329,160,F,Major,72,78,68,28,0,11,12
5602322,Far,1,2022,12,9,0,51641685,09/12/2022,SZA,19,1,683,baixo,5602322,116,D,Major,61,48,55,67,0,16,8
4311407,Snooze,1,2022,12,9,25,399686758,09/12/2022,SZA,19,3,2939,baixo,4311407,143,F,Major,56,39,55,14,0,11,13
5128815,Me Arrepent,3,2022,3,30,2,118381354,30/03/2022,Ak420 Cris Mj Pailita,1,1,289,baixo,5128815,92,,Major,86,91,79,29,0,60,16
1828295,Fim de Semana no Rio,1,2022,3,30,2,139193812,30/03/2022,teto,1,1,373,baixo,1828295,119,C#,Minor,87,28,50,12,0,10,10
3841850,Si Quieren Frontear,3,2022,3,31,0,178512385,31/03/2022,De La Ghetto Duki Quevedo,1,2,884,baixo,3841850,82,A#,Major,79,48,84,13,0,21,23
3197174,As It Was,1,2022,3,31,130,2513188493,31/03/2022,Harry Styles,17,4,24841,alto,3197174,174,F#,Minor,52,66,73,34,0,31,6
4518298,When Youre Gone,1,2022,3,31,0,255120451,31/03/2022,Shawn Mendes,3,2,2211,baixo,4518298,147,F,Major,60,58,69,2,0,58,4
1936946,Besharam Rang From Pathaan,6,2022,12,12,4,140187018,12/12/2022,VishalShekhar Shilpa Rao Caralisa Monteiro Kumaar Vishal Dadlani Shekhar Ravjiani,1,1,153,baixo,1936946,116,G#,Minor,77,65,80,6,0,15,4
5191929,In My Head,1,2022,4,1,0,190981339,01/04/2022,Lil Tjay,1,2,1237,baixo,5191929,143,C#,Major,68,41,55,16,0,10,12
7402588,LA INOCENTE,2,2022,4,1,37,477033549,01/04/2022,Feid Mora,1,3,2669,baixo,7402588,92,F,Minor,76,46,79,31,0,7,6
2142936,TUS LGR,2,2022,4,1,2,184622518,01/04/2022,Sech Mora,1,2,1340,baixo,2142936,174,C#,Major,68,45,71,18,0,11,25
5073649,LET GO,1,2022,12,15,20,298063749,15/12/2022,Central Cee,2,3,2460,baixo,5073649,146,D,Minor,74,51,45,86,0,21,38
8001796,Marisola  Remix,5,2022,12,15,16,223582566,15/12/2022,Duki NICKI NICOLE Cris Mj Standly Stars Music Chile,1,2,1895,baixo,8001796,95,C#,Major,77,72,87,17,0,7,5
2733163,PLAYA DEL INGL,2,2022,12,15,15,221409663,15/12/2022,Myke Towers Quevedo,1,2,1765,baixo,2733163,113,G,Minor,79,66,74,8,0,11,5
4031115,Bebe Dame,2,2022,12,16,22,367316268,16/12/2022,Fuerza Regida Grupo Frontera,1,3,897,baixo,4031115,157,G,Major,54,75,60,30,0,7,5
5478299,MERCHO,3,2022,12,16,20,231332117,16/12/2022,Migrantes LiL CaKe Nico Valdi,1,2,1364,baixo,5478299,93,F#,Minor,84,96,79,43,0,18,11
8055412,LOVE DIVE,1,2022,4,5,8,305771063,05/04/2022,IVE,4,3,794,baixo,8055412,118,C#,Minor,70,54,71,0,0,33,4
3108040,Still Life,1,2022,4,5,0,53909146,05/04/2022,BIGBANG,1,1,204,baixo,3108040,118,G#,Major,68,24,58,44,0,6,3
4557678,Chance,1,2022,4,6,0,89566512,06/04/2022,Paulo Londra,2,1,243,baixo,4557678,138,C#,Minor,72,22,46,24,0,9,6
6130665,psychofreak feat WILLOW,2,2022,4,7,0,75476209,07/04/2022,Camila Cabello Willow,1,1,994,baixo,6130665,180,G,Minor,63,45,64,34,0,9,8
5279142,Ditto,1,2022,12,19,22,397582059,19/12/2022,NewJeans,6,3,1193,baixo,5279142,134,F#,Minor,81,18,64,3,0,10,11
7653113,ceilings,1,2022,4,8,9,293186992,08/04/2022,Lizzy McAlpine,1,3,3357,baixo,7653113,148,A,Major,51,27,33,48,0,22,3
7434389,Right On,1,2022,4,8,0,101780047,08/04/2022,Lil Baby,2,1,1162,baixo,7434389,166,D,Major,70,22,61,2,0,10,34
7477767,Evergreen You Didnt Deserve Me A,1,2022,4,8,0,227918678,08/04/2022,Omar Apollo,1,2,2618,baixo,7477767,82,A,Major,70,31,34,60,1,11,4
6116514,Thats Hilarious,1,2022,4,8,2,146363130,08/04/2022,Charlie Puth,2,2,709,baixo,6116514,108,F#,Major,71,55,44,74,0,11,6
5663428,First Class,1,2022,4,8,0,694525298,08/04/2022,Jack Harlow,3,4,9037,alto,5663428,107,G#,Major,91,32,56,3,0,11,10
2415106,Yandel 150,2,2022,12,20,38,585695368,20/12/2022,Yandel Feid,2,3,3745,baixo,2415106,168,F#,Minor,78,58,73,5,0,10,7
6602768,Jhoome Jo Pathaan,6,2022,12,22,4,1365184,22/12/2022,Arijit Singh Vishal Dadlani Sukriti Kakar VishalShekhar Shekhar Ravjiani Kumaar,1,1,153,baixo,6602768,105,G,Major,82,62,74,10,0,33,7
2339996,Gato de Noche,2,2022,12,22,30,304118600,22/12/2022,Nengo Flow Bad Bunny,1,3,2704,baixo,2339996,94,G#,Major,89,61,66,17,0,36,16
8024591,Sem Aliana no,2,2022,12,23,4,93587665,23/12/2022,MC Xenon Os Gemeos da Putaria,1,1,481,baixo,8024591,83,C#,Major,53,40,36,73,0,11,33
6744187,En Paris,2,2022,12,24,5,198275403,24/12/2022,El Chachito Junior H,1,2,411,baixo,6744187,139,D#,Minor,70,77,48,37,0,12,5
5975489,ZOOM,1,2022,4,13,0,136996305,13/04/2022,Jessi,1,1,627,baixo,5975489,100,F#,Major,87,46,60,1,0,13,16
7173596,About Damn Time,1,2022,4,14,0,723894473,14/04/2022,Lizzo,2,4,9535,alto,7173596,109,A#,Minor,84,72,74,10,0,34,7
5088165,Igualito a Mi Ap,2,2022,12,30,6,158950978,30/12/2022,Fuerza Regida Peso Pluma,1,2,278,baixo,5088165,145,E,Minor,76,80,81,19,0,6,9
2698226,Primera Cita,1,2022,4,20,27,77309611,20/04/2022,Carin Leon,1,1,278,baixo,2698226,158,A#,Major,54,50,40,61,0,10,6
5937798,Te Felicito,2,2022,4,21,9,606361689,21/04/2022,Shakira Rauw Alejandro,1,3,5132,baixo,5937798,174,F,Major,70,57,64,23,0,8,32
6966778,PROVENZA,1,2022,4,21,34,885093467,21/04/2022,Karol G,4,4,6848,alto,6966778,111,C#,Major,87,53,52,66,1,11,5
7680579,Until I Found You with Em Beihold  Em Beihold Version,2,2022,4,22,30,600976848,22/04/2022,Em Beihold Stephen Sanchez,1,3,2921,baixo,7680579,101,A#,Major,34,32,57,78,0,20,3
8779560,Thousand Miles,1,2022,4,22,0,244741137,22/04/2022,The Kid Laroi,2,2,2148,baixo,8779560,81,G,Major,38,20,66,9,0,9,8
8297242,Slut Me Out,1,2022,4,22,4,190490915,22/04/2022,NLE Choppa,1,2,850,baixo,8297242,121,F#,Minor,94,71,61,12,0,53,42
6107898,Something in the Orange,1,2022,4,22,12,449701773,22/04/2022,Zach Bryan,1,3,3395,baixo,6107898,110,G,Major,59,22,38,42,0,12,3
1593131,Beautiful Girl,1,2022,4,22,4,160035717,22/04/2022,Luciano,1,2,744,baixo,1593131,140,B,Minor,84,61,42,31,0,9,9
8272175,With you,2,2022,4,24,2,240580042,24/04/2022,HA SUNG WOON Jimin,1,2,358,baixo,8272175,150,D#,Major,53,14,43,64,0,13,3
4487193,Paulo Londra Bzrp Music Sessions Vol 23,2,2022,4,25,0,164163229,25/04/2022,Bizarrap Paulo Londra,1,2,954,baixo,4487193,96,,Major,61,32,90,25,0,10,9
3827734,WAIT FOR U feat Drake  Tems,3,2022,4,27,14,556585270,27/04/2022,Drake Future Tems,1,3,5694,baixo,3827734,83,C#,Major,46,34,64,31,0,7,34
3132809,No Se Va,1,2022,4,28,18,404887295,28/04/2022,Grupo Frontera,1,3,963,baixo,3132809,173,,Major,59,69,53,12,0,23,3
1545230,PUFFIN ON ZOOTIEZ,1,2022,4,29,0,254218729,29/04/2022,Future,2,2,2401,baixo,1545230,125,G#,Major,88,28,66,6,0,13,31
4627428,In The Stars,1,2022,4,29,8,382199619,29/04/2022,Benson Boone,1,3,2359,baixo,4627428,78,A#,Major,36,30,54,34,0,14,5
2442031,Honest feat Don Toliver,2,2022,4,29,0,106919680,29/04/2022,Justin Bieber Don Toliver,1,1,1394,baixo,2442031,150,G#,Minor,82,82,66,13,0,11,6
6062396,That That prod  feat SUGA of BTS,2,2022,4,29,0,212109195,29/04/2022,PSY Suga,1,2,841,baixo,6062396,130,E,Major,91,91,96,3,0,3,9
8654169,FEARLESS,1,2022,5,2,0,229497852,02/05/2022,LE SSERAFIM,2,2,656,baixo,8654169,104,G,Major,86,43,62,5,0,13,14
4566008,Afraid To Feel,1,2022,5,2,5,244790012,02/05/2022,LF System,1,2,6155,baixo,4566008,128,C#,Major,58,68,91,2,0,27,11
8238387,Hold My Hand,1,2022,5,3,0,238350348,03/05/2022,Lady Gaga,2,2,2861,baixo,8238387,148,G,Major,51,21,63,5,0,41,3
5617904,Me Fui de Vacaciones,1,2022,5,6,0,305650299,06/05/2022,Bad Bunny,19,3,1474,baixo,5617904,85,A#,Major,71,43,65,23,0,9,5
6339593,El Apag,1,2022,5,6,0,212351890,06/05/2022,Bad Bunny,19,2,1232,baixo,6339593,118,G#,Major,63,60,70,5,0,9,31
2786767,Un Ratito,1,2022,5,6,6,417230415,06/05/2022,Bad Bunny,19,3,1132,baixo,2786767,93,,Minor,79,22,55,31,0,12,5
7321459,Vegas From the Original Motion Picture Soundtrack ELVIS,1,2022,5,6,0,448500832,06/05/2022,Doja Cat,6,3,4748,baixo,7321459,160,G#,Minor,80,74,60,8,0,14,26
5848183,Andrea,2,2022,5,6,0,344055883,06/05/2022,Buscabulla Bad Bunny,1,3,1216,baixo,5848183,103,C#,Minor,80,45,62,76,0,10,38
3341212,Party,2,2022,5,6,4,614555082,06/05/2022,Bad Bunny Rauw Alejandro,1,3,3260,baixo,3341212,97,A,Major,83,47,80,2,0,24,9
3647986,Otro Atardecer,2,2022,5,6,7,319546754,06/05/2022,Bad Bunny The Mar,1,3,1704,baixo,3647986,108,D,Major,78,55,60,59,0,7,4
7384134,Ojitos Lindos,2,2022,5,6,38,1133865788,06/05/2022,Bomba Estreo Bad B,1,4,6305,alto,7384134,80,D#,Minor,65,27,69,8,0,53,4
2848319,Ensame,1,2022,5,6,3,279737940,06/05/2022,Bad Bunny,19,2,1131,baixo,2848319,105,G#,Major,81,77,79,19,0,47,8
6133453,Neverita,1,2022,5,6,30,671365962,06/05/2022,Bad Bunny,19,3,2645,baixo,6133453,122,A#,Major,88,43,50,7,0,14,5
4662762,Tarot,2,2022,5,6,20,608228647,06/05/2022,Bad Bunny Jhay Cortez,2,3,2531,baixo,4662762,114,B,Minor,80,42,68,2,0,66,4
6402604,Thought You Should Know,1,2022,5,6,4,203221468,06/05/2022,Morgan Wallen,11,2,985,baixo,6402604,140,F#,Major,53,51,70,49,0,14,3
2166194,Un Coco,1,2022,5,6,28,403231558,06/05/2022,Bad Bunny,19,3,1043,baixo,2166194,152,B,Major,84,74,69,21,0,18,6
8457557,Un Verano Sin Ti,1,2022,5,6,1,283332261,06/05/2022,Bad Bunny,19,2,1021,baixo,8457557,188,F,Minor,50,41,50,69,0,12,6
6322459,Titi Me Pregunt,1,2022,5,6,42,1264310836,06/05/2022,Bad Bunny,19,4,9300,alto,6322459,107,F,Minor,65,19,72,10,0,13,25
1459555,Moscow Mule,1,2022,5,6,33,909001996,06/05/2022,Bad Bunny,19,4,4731,alto,1459555,100,F,Minor,80,29,67,29,0,12,3
4940529,Agosto,1,2022,5,6,0,246127838,06/05/2022,Bad Bunny,19,2,911,baixo,4940529,115,C#,Minor,85,72,58,9,0,49,12
1532080,Dos Mil 16,1,2022,5,6,3,338422004,06/05/2022,Bad Bunny,19,3,913,baixo,1532080,130,C#,Major,82,50,67,12,0,13,5
3331159,Me Porto Bonito,2,2022,5,6,43,1440757818,06/05/2022,Chencho Corleone Bad Bunny,1,4,9115,alto,3331159,92,C#,Minor,91,43,71,9,0,9,8
4764570,Yo No Soy Celoso,1,2022,5,6,0,313113297,06/05/2022,Bad Bunny,19,3,1197,baixo,4764570,142,,Major,87,93,59,28,0,17,5
